#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-29T23:06:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-29T23:06:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FAJ%2F152%2F50&-out=GLON,GLAT,Dist,e_Dist&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AJ_152_50_table2:
#Name: J/AJ/152/50/table2
#Title: Summary group properties
#Column	GLON	(F6.2)	Group Galactic longitude (Glon^gp^)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Group Galactic latitude (Glat^gp^)	[ucd=pos.galactic.lat]
GLON	GLAT
140.2263	-22.6628	 43.05
162.7057	-57.2990	115.88
149.3488	-41.8198	 77.98
272.6696	-63.1233	153.46
194.5723	-69.7526	 45.92
142.1005	-27.0071	  4.31
154.1405	-48.3448	124.17
169.6879	-61.5500	201.37
293.6838	-44.7182	107.65
165.6408	-58.9897	139.32
164.7781	-58.3922	 93.33
182.5022	-66.8496	263.03
193.4979	-69.4229	141.91
145.1579	-33.4471	 51.76
149.8223	-41.9454	143.22
149.7595	-41.7434	113.24
150.0277	-42.0270	140.60
144.3898	-31.5291	  8.83
180.5148	-65.9435	134.90
230.4229	-71.5127	 55.21
155.9097	-49.9034	281.84
171.6242	-62.1126	 51.05
273.5587	-62.2253	209.89
181.5147	-66.1467	 73.45
171.6050	-62.0422	151.36
143.0663	-28.1192	 69.82
142.6106	-26.9310	 66.37
199.0124	-69.8912	208.93
147.4339	-36.8418	 59.70
191.5492	-68.5061	 56.75
157.5502	-51.1335	 16.52
151.9968	-44.2172	127.06
145.9978	-33.8615	 59.70
230.4468	-71.1625	 66.99
194.4388	-68.9491	 97.72
139.0069	-17.3960	 77.98
183.0862	-66.2450	 87.90
179.6524	-64.9809	 21.09
142.8927	-26.9151	 97.72
144.6001	-30.6782	 32.51
144.8395	-31.0215	 27.16
167.0903	-58.5379	214.78
143.7798	-28.4396	123.59
152.0756	-43.4192	 34.36
284.6364	-54.1054	127.64
292.5797	-45.4551	106.17
152.3203	-43.3337	 54.20
143.6047	-27.4914	 98.63
269.0155	-63.4877	113.76
220.0054	-70.8033	 67.30
153.2467	-44.4973	 26.06
141.4355	-22.2664	147.91
213.8568	-70.4693	145.21
285.5529	-53.0257	189.67
172.5748	-61.0622	 83.95
144.3528	-28.7124	 69.82
172.2442	-60.8504	 61.94
152.2182	-42.6836	 59.16
159.7324	-51.6928	119.12
172.5802	-60.9054	 59.43
195.4616	-68.2406	 20.04
201.8627	-69.1763	 23.12
189.0145	-66.7818	 71.45
145.2586	-29.9727	 77.27
256.8123	-66.9152	 71.45
197.6994	-68.4065	 30.48
282.9979	-54.8479	117.49
157.5549	-48.7655	106.17
158.5773	-49.7971	 27.80
200.6261	-68.6256	127.06
153.8286	-43.6968	121.90
147.3102	-33.1540	 46.56
152.0736	-41.1594	 33.27
153.5805	-43.2488	 57.28
171.7718	-59.5474	 29.38
152.0061	-40.8398	 59.98
143.9501	-26.1374	 41.88
178.4601	-62.6911	 48.53
247.0692	-68.3384	 66.99
282.5696	-54.7918	145.88
145.9370	-30.0504	 57.54
155.2318	-45.0728	 53.95
166.2158	-55.6410	 26.42
140.3846	-17.4156	  9.12
146.2676	-30.4471	 82.41
256.0633	-66.4777	 67.30
140.2080	-16.7682	 75.51
200.8182	-68.1420	 25.94
202.1393	-68.3224	 18.11
140.2549	-16.7726	 73.79
196.3540	-67.3353	122.46
147.8076	-32.9198	152.76
175.1287	-60.4780	 84.33
146.9197	-31.0350	164.44
142.7198	-22.2294	139.32
160.9994	-50.5136	109.65
168.6134	-56.5505	 19.95
281.9474	-54.7393	108.64
197.4158	-67.1725	136.14
148.0459	-32.7224	128.82
140.6712	-17.0122	116.41
140.4276	-16.3494	 78.34
149.8664	-35.7096	225.94
150.5947	-36.8276	172.98
139.6824	-14.3470	 56.23
141.0140	-17.5141	 62.81
141.1086	-17.7053	 65.46
142.9771	-22.0104	138.68
214.2251	-68.9183	 44.26
149.5926	-34.9473	 75.16
143.0999	-22.1908	139.32
190.9806	-65.5598	184.50
141.1040	-17.5649	 79.07
141.1753	-17.7304	 73.45
152.1601	-38.9582	 16.14
209.7652	-68.4665	191.43
141.0990	-17.3644	 79.43
167.1557	-54.8605	 95.06
143.2796	-22.3160	138.68
143.1057	-21.9098	139.96
179.7598	-61.7257	 32.06
210.6889	-68.4632	 16.98
149.7944	-34.8729	164.44
143.2322	-22.0573	139.32
190.7222	-65.2296	 81.28
208.4268	-68.2024	178.65
151.2550	-37.0756	 70.47
151.2767	-37.0269	 34.67
198.2675	-66.7116	115.88
197.9135	-66.6347	146.55
198.1825	-66.6291	136.14
144.8854	-25.1744	  8.67
150.0432	-34.7019	128.82
180.6818	-61.7141	 19.32
168.5770	-55.2628	 28.05
166.8580	-53.9358	179.47
150.8499	-35.7837	114.29
267.1257	-62.0004	 71.45
150.1645	-34.4800	 96.38
146.1141	-27.1659	 43.25
231.4870	-68.4373	 56.75
154.6618	-41.2111	 57.28
168.8519	-55.1264	 16.83
198.1512	-66.2989	 52.97
198.0201	-66.2733	 58.61
181.6470	-61.7489	 57.02
150.3473	-34.6313	128.82
254.7764	-65.4659	 66.07
149.1742	-32.5132	 49.89
147.7841	-29.9772	 19.86
229.0542	-68.3525	 82.79
182.2982	-61.8280	 62.52
150.4516	-34.5098	131.22
139.5815	-12.1901	 67.30
152.1095	-37.0406	 50.12
257.5537	-64.6725	 71.78
150.5869	-34.4249	111.17
149.4597	-32.4938	 30.62
150.6119	-34.4276	127.06
150.6726	-34.3394	137.40
280.6367	-54.4706	133.05
202.3554	-66.5297	 71.45
257.7856	-64.4159	 76.91
150.8444	-34.4958	111.69
169.5023	-54.7601	 24.32
146.2174	-26.1747	 74.82
230.5898	-67.9876	 53.70
173.7208	-57.3694	157.76
141.8798	-16.9604	 58.61
171.6769	-56.1096	 71.12
144.0504	-21.6264	 10.28
164.5143	-50.8115	 67.92
142.7485	-18.6099	 65.16
167.1584	-52.7186	106.66
195.8307	-65.0807	133.05
260.4407	-63.4529	 49.66
168.3518	-53.4934	 68.55
143.2546	-19.5054	107.15
180.6795	-60.3757	 56.75
153.3749	-37.7108	 20.70
167.7895	-52.9725	 79.43
170.3001	-54.6956	142.56
195.1131	-64.7169	 89.95
145.0889	-22.9958	 10.96
142.3247	-17.0914	 65.46
152.4751	-35.9640	147.91
168.3100	-53.0952	 78.34
234.1278	-67.3778	110.15
151.2247	-33.9099	 71.78
183.4282	-61.0356	 59.98
185.1264	-61.5910	 41.69
151.8484	-34.6946	 72.11
152.9225	-36.2851	 55.98
162.9377	-48.2547	 84.72
201.8575	-65.6621	133.05
146.7003	-25.5751	150.66
163.0237	-48.2809	107.65
194.0763	-64.0568	 79.07
168.3995	-52.6549	 54.45
141.5935	-14.7801	 69.18
152.8395	-35.8690	 46.13
148.3954	-28.4290	 15.28
146.8659	-25.5398	 61.94
189.9407	-62.7842	 60.81
183.9828	-60.8244	 66.68
170.6812	-53.9951	166.72
145.8200	-23.3754	 38.02
170.5668	-53.8099	135.52
188.9533	-62.3574	 55.72
153.2091	-35.8489	 39.45
153.8151	-36.6187	127.06
181.9599	-59.6961	 15.14
144.7641	-20.7765	 36.64
159.6099	-43.8549	 82.41
189.1886	-62.1834	 57.54
293.8281	-40.9891	 82.04
196.1711	-63.9204	152.05
169.5892	-52.7085	 38.55
168.4317	-51.8234	 96.83
182.1231	-59.5215	122.46
151.7011	-33.0567	 49.20
150.8869	-31.6957	 13.24
135.8620	 -0.5510	  3.45
169.4011	-52.4275	 90.78
147.6851	-26.0666	 62.52
147.2219	-25.1534	 77.62
163.1724	-47.1851	 87.10
160.2402	-44.0110	 95.06
224.2219	-66.7010	 73.45
176.7402	-56.7530	 46.13
154.2752	-36.4025	112.72
172.5190	-54.1576	101.86
153.6278	-35.3758	 55.72
168.7773	-51.5188	 80.54
233.5793	-66.3694	 71.12
282.7932	-51.4272	  5.60
172.7254	-54.0768	104.71
183.0738	-59.2942	230.14
219.3691	-66.2537	149.28
150.1862	-29.2782	 41.50
162.3843	-45.3816	 61.38
143.8224	-17.2144	 78.34
161.0687	-43.9020	 51.52
144.0038	-17.5446	 11.02
169.0282	-50.9837	 96.38
181.3675	-58.1508	 15.56
161.1907	-43.8464	 77.27
159.7576	-42.3363	 35.65
237.1039	-65.6514	  0.15
205.4055	-64.6708	 46.56
156.1572	-37.7559	128.82
156.3498	-37.8300	161.44
182.5437	-58.4107	103.28
188.4471	-60.6059	109.14
189.1473	-60.7930	173.78
145.0232	-19.0892	 10.42
177.9257	-56.1927	 70.79
149.3737	-27.1344	 49.89
203.6608	-64.2000	149.28
197.0149	-62.8519	149.28
154.1658	-34.5428	126.47
163.3704	-45.5060	 80.91
190.2904	-60.9802	 86.30
180.1341	-57.0790	 22.49
182.0195	-57.9255	 19.23
193.0296	-61.7306	 87.10
184.5927	-58.9255	122.46
189.8385	-60.7345	124.17
171.3293	-51.7507	 19.41
165.9513	-47.4845	 72.78
136.4978	 -0.3269	  3.48
148.6609	-25.2056	 60.26
180.2077	-56.8145	119.67
212.2992	-64.9246	 16.90
202.8255	-63.6363	 86.70
175.5751	-54.2219	 99.54
184.2469	-58.3963	104.23
188.9649	-60.1023	 54.20
150.6765	-28.2306	 30.62
164.3638	-45.5746	162.93
194.0955	-61.4522	103.28
144.9080	-17.6283	 61.09
211.7734	-64.5941	120.78
182.4619	-57.4308	138.04
149.2916	-25.6059	 59.43
144.5054	-16.7256	 51.76
193.2310	-61.1564	 41.50
149.1507	-25.3123	 45.71
223.8837	-65.2130	 24.32
148.8313	-24.6674	 67.61
195.0160	-61.5756	116.41
165.8815	-46.6439	 81.28
148.5283	-24.0527	 66.07
294.0164	-39.7360	139.32
184.6736	-58.0786	120.23
185.1727	-58.2032	110.66
156.4666	-35.9347	144.54
167.3269	-47.5335	 67.61
159.3131	-39.4985	 95.06
182.9581	-57.1623	142.56
198.9934	-62.1977	 73.11
195.1323	-61.2249	 52.00
147.7855	-22.1320	 57.81
199.1761	-62.1308	109.65
198.8526	-62.0410	104.71
205.4947	-63.2742	139.32
198.8962	-62.0191	108.64
199.2029	-62.0574	 71.12
221.4874	-64.7333	 73.79
214.2492	-64.2799	 59.98
183.2467	-56.9929	103.28
169.6596	-48.9801	 77.62
195.1561	-61.0414	123.03
182.4810	-56.5545	 19.23
147.1040	-20.5280	174.58
297.8583	-34.6842	222.84
194.4590	-60.7499	118.03
226.9148	-64.6804	 15.78
173.7451	-51.6513	 14.00
169.4626	-48.5966	110.66
175.1529	-52.5454	125.31
217.5870	-64.3391	 81.28
214.4574	-64.0891	 97.72
173.5088	-51.4438	 29.65
149.4420	-24.4275	 63.68
219.2501	-64.4093	130.02
215.5521	-64.1490	129.42
176.8098	-53.2841	 97.27
208.8704	-63.2776	229.09
173.8118	-51.3165	 55.46
194.2552	-60.3724	 88.72
168.8141	-47.6141	 71.78
173.1297	-50.7597	108.14
152.6469	-28.9544	 82.79
208.8449	-63.1002	115.88
249.5848	-62.4227	 65.77
167.3349	-46.0072	 62.81
183.7477	-56.2776	120.23
229.8116	-64.1499	 83.56
158.9423	-37.3183	 61.94
241.4504	-63.4488	 95.50
204.3378	-62.2383	 56.49
174.7468	-51.4231	 91.20
174.4809	-51.2452	100.93
222.9583	-64.0471	 79.80
228.1058	-64.1096	152.05
170.6259	-48.5115	 53.21
194.0908	-59.8437	123.59
198.6335	-61.0015	 51.05
229.2405	-64.0595	 86.70
183.7301	-56.1068	 19.86
228.6952	-64.0421	128.82
175.0426	-51.3899	 59.70
228.9326	-63.9868	112.20
228.9690	-63.9789	118.58
228.8503	-63.9746	 97.27
229.0061	-63.9715	 92.04
228.5643	-63.9627	 75.16
161.0415	-39.3491	139.96
228.9332	-63.9366	 86.70
143.0157	-11.2294	100.93
143.0116	-11.2556	101.39
162.5041	-40.7332	149.97
155.6193	-32.4973	106.66
161.2632	-39.4957	130.62
229.2243	-63.8906	115.88
228.8740	-63.8931	130.62
175.3114	-51.4075	 91.20
145.6732	-16.1847	 75.51
185.1204	-56.3500	 88.72
158.0728	-35.5207	 11.38
162.2531	-40.3508	208.93
229.4590	-63.7599	 99.08
162.2455	-40.2699	134.28
229.7416	-63.7426	 87.90
229.7035	-63.7204	138.68
143.2201	-11.1521	101.39
171.8163	-48.5793	 58.34
229.2978	-63.6035	138.68
222.2755	-63.5051	 78.70
175.4855	-50.9178	 91.20
176.0622	-51.1747	 14.26
175.6986	-50.9283	 98.17
233.7754	-63.3340	 82.41
288.6883	-44.2105	 97.72
176.3240	-51.1848	114.29
276.8262	-52.6134	107.15
230.3766	-63.3531	111.69
228.0552	-63.3589	110.15
176.4534	-51.0708	 80.91
215.0903	-62.6598	193.20
168.6322	-45.2409	 79.43
228.2399	-63.1356	 83.95
168.9713	-45.3983	 94.62
163.2893	-40.0884	 35.16
163.4567	-40.2005	 43.85
169.3067	-45.5635	 80.54
169.0789	-45.3446	101.86
186.0021	-55.4982	 62.23
145.7458	-14.6389	 76.91
210.3370	-61.7823	175.39
145.8098	-14.6920	 36.48
166.3936	-42.7965	 76.56
202.7797	-60.4868	 27.80
188.3255	-56.3401	 17.30
193.7231	-58.1385	100.93
166.5052	-42.8522	 96.38
227.2883	-62.8751	155.60
227.8400	-62.8476	116.41
209.1823	-61.5003	125.89
197.4533	-59.1676	 92.90
161.3790	-37.4676	124.17
134.8772	  6.4415	 40.74
189.5501	-56.6353	119.67
141.5449	 -6.4357	 66.07
239.9911	-62.2679	 17.46
164.3176	-40.4903	 89.95
225.9964	-62.7360	 79.07
169.5440	-45.2412	107.15
194.8818	-58.3001	 93.76
167.1347	-43.1611	 97.27
211.5726	-61.7039	200.45
252.1885	-60.5639	 74.82
189.2950	-56.3719	113.76
188.7540	-56.1914	114.82
220.7862	-62.4654	 76.21
195.1825	-58.3063	 73.79
150.5802	-22.3448	 23.88
174.6767	-48.8862	 79.43
169.3718	-44.8582	 96.83
175.1263	-49.1361	 51.52
171.3092	-46.2834	108.14
169.7958	-45.0483	 99.08
161.8120	-37.3417	125.89
161.7412	-37.2690	125.31
175.0650	-48.9184	 60.81
161.8330	-37.3370	125.89
169.9912	-45.0616	 87.10
171.0096	  0.0713	 83.56
271.8061	-54.3069	  6.03
160.8202	-35.9471	 92.47
174.7747	-48.4748	 30.62
173.2834	-47.4253	 35.81
161.9052	-37.0686	124.74
176.6091	-49.5853	 85.11
170.2751	-44.9901	102.33
170.2268	-44.9270	 70.79
161.9821	-37.0582	124.74
189.7586	-55.9634	 70.47
170.2645	-44.9315	106.66
170.2886	-44.9144	 92.90
240.6622	-61.6758	 82.41
162.2858	-37.2831	 80.17
179.0612	-50.8914	 17.14
144.3294	-10.6807	163.68
150.2198	-20.8177	 42.07
263.9950	-57.0662	  6.03
182.0012	-52.4488	101.39
292.3556	-39.9625	 67.61
170.4585	-44.8831	106.66
182.1726	-52.4403	157.76
151.8604	-23.3133	 42.66
178.8298	-50.5997	 33.73
170.3737	-44.7718	107.15
181.5474	-52.0827	 24.21
172.5138	-46.4279	 34.04
169.9309	-44.3878	106.66
170.2162	-44.5893	109.14
192.9915	-56.7270	 41.88
130.6540	 14.8187	 33.27
162.3994	-36.8534	115.35
170.5793	-44.5923	107.65
169.5080	-43.7079	 95.94
291.2579	-40.8438	161.44
149.5651	-19.1505	261.82
173.6785	-46.7459	 50.82
170.3672	-44.1936	108.14
170.9245	-44.5961	108.14
171.2062	-44.7602	 80.17
171.1147	-44.6938	106.66
210.6764	-60.4288	 59.98
201.1733	-58.6302	 38.90
151.3040	-21.5993	 81.28
191.8464	-55.8838	125.31
143.6730	 -8.5557	 37.15
148.0647	-16.2328	 32.51
177.1153	-48.7677	 49.43
210.4442	-60.2868	 40.74
146.6061	-13.6851	 19.32
190.4123	-55.2234	126.47
191.2340	-55.4647	123.59
145.7781	-12.0822	 24.89
223.2614	-61.3471	 79.80
189.8814	-54.8438	157.76
197.4841	-57.3536	 21.18
152.8027	-23.3958	 84.33
197.8629	-57.4283	 88.31
197.8540	-57.3885	118.58
246.8403	-60.1292	 67.92
154.4804	-25.6418	 33.11
162.1540	-35.3803	 91.62
176.5290	-47.7916	 73.45
175.2988	-46.9070	 44.46
212.0912	-60.0560	 21.78
212.7953	-60.0226	199.53
173.2123	-45.1113	 78.34
199.2740	-57.3235	149.97
207.1354	-59.0620	 49.66
180.4122	-49.7800	 51.29
199.2756	-57.3071	124.17
203.8883	-58.4053	 17.06
145.4280	-10.6335	 35.65
199.1797	-57.2645	 33.88
216.9322	-60.3273	 18.54
267.2982	-54.8504	178.65
193.4883	-55.4753	 50.82
218.5423	-60.4043	 20.42
176.1979	-46.9078	 80.54
144.5979	 -8.9313	 53.95
172.6170	-44.2049	123.03
159.9620	-31.7296	 48.53
177.1164	-47.2166	 89.95
179.4951	-48.6889	287.08
245.6969	-59.6393	 83.95
147.5468	-13.5375	 34.67
152.6951	-21.6064	 95.06
150.8092	-18.7127	 49.43
177.0450	-46.9528	112.72
220.9780	-60.1920	100.46
199.6429	-56.7424	 36.31
244.6138	-59.6029	 60.53
284.7757	-45.2979	 80.91
232.3441	-60.2937	 61.94
179.6079	-48.1855	 28.71
190.6005	-53.5433	 49.43
151.3839	-19.1049	 73.45
229.3933	-60.1986	 63.68
179.9642	-48.1751	 93.76
175.6644	-45.3038	110.15
184.1148	-50.2913	 89.13
212.8486	-58.8316	 92.90
183.9931	-50.1639	 68.87
151.4536	-18.7323	 43.65
183.8635	-50.0739	 89.13
212.9716	-58.8299	138.04
197.3573	-55.4794	 10.52
213.1263	-58.8086	 36.48
214.1771	-58.9398	162.93
183.9293	-49.9625	 87.50
187.6387	-51.7392	118.03
192.1568	-53.4905	 57.02
148.0882	-13.0655	 53.21
128.8165	 18.8738	 27.42
163.0321	-33.4010	136.14
203.9821	-56.8758	 40.36
191.5745	-53.1503	 67.30
248.0535	-58.4634	  9.59
268.2137	-53.4146	 15.07
149.4207	-14.8609	 38.73
212.1415	-58.2226	 20.32
232.8664	-59.5019	 17.22
149.3389	-14.4733	 63.68
182.4899	-48.4679	100.00
182.2565	-48.3362	121.90
149.2638	-14.2519	 76.91
190.7122	-52.3129	 61.38
190.7028	-52.2859	 64.57
193.1317	-53.1543	 64.86
250.5802	-57.6008	157.04
217.3768	-58.4594	 94.62
150.0258	-15.1121	 93.76
193.0943	-52.9454	 63.97
216.4374	-58.3164	143.88
216.3096	-58.2764	 82.41
150.6086	-15.8525	 65.46
168.4259	-37.7232	131.22
203.3078	-55.9172	116.41
180.5440	-46.7786	 60.26
163.5441	-32.7020	169.04
273.2775	-50.8249	 15.35
164.2397	-33.2677	156.31
190.2360	-51.4747	 65.16
148.1294	-11.6808	 61.94
218.6019	-58.2631	 13.80
217.6176	-58.1286	 18.37
180.6816	-46.5318	 84.33
183.6903	-48.1177	 20.89
193.9385	-52.6323	115.88
192.0978	-51.9478	112.72
182.7062	-47.4921	 95.94
150.8005	-15.3798	 52.24
151.0003	-15.5756	 59.98
151.8399	-16.8011	 77.27
274.4970	-49.8208	 73.45
171.9606	-39.5835	 70.79
187.3350	-49.3849	 32.21
150.3134	-14.1750	 41.50
183.2905	-47.2724	119.12
235.0944	-58.2653	 79.43
197.5730	-53.4021	 53.70
265.7152	-53.2159	181.97
215.3468	-57.2295	169.82
181.5878	-46.1549	 88.72
150.1829	-13.7341	 58.61
175.0433	-41.7104	 83.95
237.3035	-58.0204	 19.32
166.9834	-34.6475	 53.70
152.6440	-17.1869	 48.98
150.2418	-13.6252	 70.15
265.5898	-53.0157	145.88
152.1859	-16.4116	 48.31
183.1962	-46.7426	128.23
190.4182	-50.2373	 54.70
149.2656	-11.9554	 89.95
150.1721	-13.2289	 70.47
222.4220	-57.5238	 18.88
283.3587	-44.6439	  4.25
150.3605	-13.4497	 71.12
150.4036	-13.4935	 69.50
149.4392	-11.9227	 49.66
243.1858	-57.2336	211.84
150.9473	-14.1203	 44.87
150.3347	-13.1874	 74.82
150.4655	-13.3818	 77.98
207.5892	-55.2148	 27.16
150.4195	-13.2028	 89.95
150.5160	-13.3249	 69.18
261.4894	-53.8960	 23.23
150.5020	-13.2739	 55.72
231.4917	-57.5850	 21.09
150.4997	-13.2277	 74.82
150.5345	-13.2435	 65.16
150.6034	-13.3216	 58.61
150.5762	-13.2611	 62.52
150.5269	-13.1910	 79.80
150.5627	-13.2079	 66.99
185.9124	-47.4670	 40.74
178.1405	-42.8143	121.90
150.5859	-13.2043	 73.11
150.7598	-13.4551	 70.15
180.4467	-44.2889	 94.62
150.5567	-13.1316	 93.33
265.2939	-52.6576	  5.22
189.2035	-48.9902	 27.54
150.7223	-13.3404	 52.48
195.2810	-51.4532	130.02
150.7132	-13.3082	 76.56
220.4565	-56.8996	 22.39
150.6968	-13.2106	 69.82
207.1567	-54.7804	 52.00
214.2401	-56.0579	 98.63
183.2604	-45.7636	 92.47
150.8194	-13.2730	 62.52
150.5445	-12.8228	 78.70
187.3797	-47.7985	 53.46
251.5269	-55.6729	101.39
204.1445	-53.8109	156.31
150.9327	-13.1727	 65.77
202.6316	-53.3409	 35.16
151.3071	-13.5652	109.65
202.2020	-53.1567	 31.19
240.5190	-56.7307	 20.04
173.2267	-38.2186	105.68
168.6552	-34.2174	166.72
240.1629	-56.6900	 17.46
150.4731	-12.0757	 73.11
181.1129	-43.7329	130.02
249.6809	-55.6499	173.78
211.8709	-55.0850	 12.08
181.2687	-43.6662	147.23
237.5407	-56.6373	 19.68
151.7687	-13.6302	 79.80
152.8828	-15.1707	 53.70
261.5137	-53.0350	102.33
212.3082	-54.8416	 23.01
188.3596	-47.2882	107.65
151.8189	-13.4354	 42.46
189.6073	-47.7014	 72.11
177.7080	-40.7489	127.64
238.5524	-56.2844	 16.00
238.5892	-56.2446	 12.71
219.4403	-55.6314	173.78
204.0058	-52.7752	 25.82
263.3417	-52.3269	131.22
151.6394	-12.8877	 73.45
265.5352	-51.6332	 16.90
151.9879	-13.2517	 73.45
232.2979	-56.2288	 19.59
206.1815	-53.1638	 74.13
178.6432	-41.0064	138.68
212.1827	-54.3665	 24.55
152.2232	-13.3854	 51.52
212.2378	-54.3312	 19.95
237.3523	-56.0514	 18.71
175.7409	-38.7426	 95.50
289.0789	-39.7370	 76.56
133.8963	 13.3856	 22.08
136.3849	  9.8734	 22.70
235.2184	-55.9499	 20.70
212.6909	-54.1655	 59.70
212.1622	-54.0444	 22.49
152.7184	-13.6259	 57.02
193.5409	-48.5192	 14.19
231.2255	-55.7803	 20.42
229.0686	-55.6782	 18.62
236.3576	-55.6160	 20.23
201.0017	-50.9981	134.90
225.1039	-55.1171	172.98
225.0904	-55.1208	138.04
261.4263	-51.9603	152.05
235.7631	-55.2658	 19.23
189.7216	-46.0191	 77.27
289.6320	-38.9526	119.67
238.2660	-55.0864	 19.23
233.6127	-55.1672	 19.05
221.3863	-54.4863	 69.82
236.5878	-55.0798	 19.59
227.6614	-54.9314	 20.99
263.6451	-51.2013	 13.87
236.0959	-55.0118	 20.42
212.0330	-52.9286	 25.82
136.8988	  9.9690	 21.28
214.6009	-53.2797	166.72
234.6744	-54.8219	 19.68
236.2374	-54.7841	232.27
217.4728	-53.6064	 30.76
170.1123	-31.8245	164.44
261.2802	-51.5400	  6.85
190.4319	-45.5634	 34.99
216.8244	-53.4150	 22.80

